Contig	100_DCM	100_SRF	100_dDCM	102_DCM	102_MES	102_SRF	109_DCM	109_SRF	10_AE1712_C14_N14_19_200m_v	111_DCM	111_MES	111_SRF	11_SRF	122_DCM	122_MES	122_SRF	123_MIX	123_SRF	124_MIX	124_SRF	125_MIX	125_SRF	12_AE1712_C16_N8_14_200m_v	137_DCM	137_MES	137_SRF	138_DCM	138_MES	138_SRF	155_DCM	155_MES	155_SRF	158_DCM	158_MES	158_SRF	163_MES	163_SRF	168_DCM	168_MIX	168_SRF	173_DCM	173_SRF	175_MIX	175_SRF	175_ZZZ	178_SRF	180_DCM	180_SRF	188_DCM	188_SRF	189_DCM	189_MES	189_SRF	18_DCM	18_SRF	191_SRF	193_SRF	194_DCM	194_SRF	196_SRF	201_DCM	201_MES	201_SRF	205_MES	205_SRF	206_MES	206_SRF	208_SRF	209_MES	209_SRF	210_MES	210_SRF	22_SRF	23_DCM	25_DCM	25_SRF	30_DCM	31_SRF	32_DCM	32_SRF	33_SRF	34_DCM	34_SRF	36_DCM	36_SRF	37_MES	38_DCM	38_MES	38_SRF	39_DCM	39_MES	39_SRF	41_DCM	41_SRF	42_DCM	42_SRF	45_SRF	46_SRF	48_SRF	4_AE1712_C6_N8_14_200m_v	52_DCM	52_SRF	56_MES	56_SRF	58_DCM	62_SRF	64_DCM	64_MES	64_SRF	65_DCM	65_SRF	66_DCM	66_SRF	67_SRF	68_DCM	68_MES	68_SRF	6_AE1712_C8_N19_24_200m_v	70_MES	70_SRF	72_DCM	72_MES	72_SRF	76_DCM	76_MES	76_SRF	78_DCM	78_MES	78_SRF	82_DCM	82_SRF	84_SRF	85_DCM	85_MES	85_SRF	8_AE1712_C11_N8_14_200m_v	AE1712_80m_viral-combined
VIRSorter_utg000216l_segment0_LN:i:178810_RC:i:20173_XC:f:1_000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.645459	7.447585
VIRSorter_utg000217l_segment0_LN:i:60261_RC:i:4795_XC:f:0_925620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIRSorter_utg000218l_segment0_LN:i:11410_RC:i:1925_XC:f:1_000000	0	0	0	0	0	0	4.0889087	10.974541	5.153444	0	0	0	0	7.57016	0	20.48283	0	18.834814	9.363825	15.7662325	0	13.165877	5.489935	0	0	3.3369844	0	0	9.2687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.980166	0	6.49852	2.793073	0	5.331656	0	0	0	4.827018	0	2.9322083	5.8801064	0	5.809749	3.497237	27.059109	10.134399	31.44395	18.225576	14.1296625	14.097987	6.562759	6.0647326	7.7922835	0	9.29554	5.7016973	7.5448	8.49033	0	10.517268	5.2199526	4.0810146	2.0839748	2.3143873	0	0	0	0	5.321689	0	2.7665286	2.6879811	15.801263	23.798304	19.137459	0	27.036709	11.669825	0	12.987172	0	0	0	0	0	0	6.16943	6.2748175
VIRSorter_utg000219l_segment0_LN:i:17349_RC:i:2330_XC:f:1_000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.921517
VIRSorter_utg000220l_segment0_LN:i:14118_RC:i:2422_XC:f:1_000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8761535	0	0	0	0	0	6.711343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIRSorter_utg000223l_segment0_LN:i:13217_RC:i:488_XC:f:0_962963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIRSorter_utg000224l_segment0_LN:i:12175_RC:i:718_XC:f:1_000000	0	0	0	0	0	0	0	3.4284394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4831378	0	0	3.1866395	2.4577289	0	0	0	0	1.5577012	0	0	2.4879425	0	3.5771043	0	2.40571	2.6247807	2.990668	0	0	0	0	0	0	0	0	1.66294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3730019	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5350642
VIRSorter_utg000225l_segment0_LN:i:15875_RC:i:908_XC:f:0_968750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3315198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.796227
VIRSorter_utg000229l_segment0_LN:i:42008_RC:i:1593_XC:f:0_988235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2759993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3647873
VIRSorter_utg000236l_segment0_LN:i:39687_RC:i:4042_XC:f:1_000000	0	0	0	0	0	0	0	0	11.764423	0	0	0	0	0	0	0	0	0	0	0	0	0	9.387298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.539609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.629113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.293944	6.0990586
VIRSorter_utg000237l_segment0_LN:i:16216_RC:i:2810_XC:f:1_000000	0	0	0	0	0	0	0	0	23.464731	0	0	0	0	0	0	0	0	0	0	0	0	0	18.608852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.08112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.362793	0	0	0	0	0	2.0656984	0	0	5.532019	0	4.4334717	0	0	0	0	0	0	18.232088	11.084717
VIRSorter_utg000239l_segment0_LN:i:47082_RC:i:7708_XC:f:1_000000	0	0	0	0	0	0	9.203315	0	5.2807527	0	0	0	0	0	0	0	0	0	0	0	0	0	4.270194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6577177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5794034	0	3.018963	5.8911695	0	5.0060844	5.1517754	5.3628078	0	3.1031723	0	0	0	3.6622632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3855586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.501752	23.259445
VIRSorter_utg000240l_segment0_LN:i:23540_RC:i:6085_XC:f:1_000000	0	0	0	0	0	0	0	0	28.5998	0	0	0	0	0	0	0	0	0	0	0	0	0	20.882292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.449458	2.3739312	0	0	0	0	0	4.228387	0	3.397492	2.0567641	0	3.4101748	3.2627778	0	5.9744916	0	5.210431	26.054722	0	0	0	0	0	0	0	0	7.1774654	0	5.126591	0	0	0	0	0	0	18.701786	20.346619
VIRSorter_utg000241l_segment0_LN:i:49737_RC:i:15278_XC:f:1_000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2397094	3.0307424	5.375765	5.368796	7.1121244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.08566
VIRSorter_utg000242l_segment0_LN:i:47218_RC:i:9763_XC:f:1_000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.530381
VIRSorter_utg000243l_segment0_LN:i:48763_RC:i:3314_XC:f:1_000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8476677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.597171	7.436153	0	6.2302012	9.659292	0	0	4.753548	0	7.028524	3.7777753	0	0	0	2.9715905	4.1681943	3.0675154	1.8313487	1.7489086	0	0	5.0195417	2.6990836	0	2.5082395	3.360524	3.0141475	3.5908852	0	2.5486023	2.094828	2.9718647	2.6598861	1.6516811	0	0	0	0	0	0	0	0	0	2.4894063	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1359906
VIRSorter_utg000244l_segment0_LN:i:103813_RC:i:8602_XC:f:0_961538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIRSorter_utg000248l_segment0_LN:i:15481_RC:i:650_XC:f:1_000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIRSorter_utg000251l_segment0_LN:i:87113_RC:i:4878_XC:f:0_982857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.757893
VIRSorter_utg000253l_segment0_LN:i:14515_RC:i:4668_XC:f:0_966667	0	0	0	0	0	0	0	0	9.075644	0	0	0	0	0	0	0	0	0	0	0	0	0	8.683348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.149818	0	0	10.968597	0	10.896667	0	20.54923	7.1973085	19.752958	12.836646	0	13.1896515	8.984918	0	8.5011215	0	0	0	7.7855983	13.196999	0	13.672519	0	0	0	0	0	0	0	0	9.461753	0	0	0	13.708098	20.70632	13.891097	0	15.436692	13.850955	0	0	0	0	0	0	0	0	8.04138	9.492691
VIRSorter_utg000256l_segment0_LN:i:10580_RC:i:2644_XC:f:0_954545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIRSorter_utg000260l_segment0_LN:i:68499_RC:i:806_XC:f:0_919708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIRSorter_utg000261l_segment0_LN:i:10072_RC:i:333_XC:f:0_952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIRSorter_utg000264l_segment0_LN:i:12016_RC:i:4296_XC:f:0_960000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.13586
VIRSorter_utg000265l_segment0_LN:i:16728_RC:i:861_XC:f:0_970588	2.7151856	0	0	0	0	0	0	0	7.7330785	0	0	0	0	0	0	0	12.936537	0	0	0	0	0	5.591878	10.987669	0	0	6.5697627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5719743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.37113	0	0	0	0	0	2.3248224	0	0	2.3210695	0	0	0	0	0	0	0	0	5.131149	3.2102265
VIRSorter_utg000266l_segment0_LN:i:11420_RC:i:667_XC:f:0_956522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIRSorter_utg000270l_segment0_LN:i:10751_RC:i:6771_XC:f:1_000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIRSorter_utg000271l_segment0_LN:i:33169_RC:i:974_XC:f:1_000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9063562	0	0	0	0	0	3.3215115	0	0	0	0	0	2.2485278	0	0	0	1.9806857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIRSorter_utg000273l_segment0_LN:i:54749_RC:i:4668_XC:f:0_981818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.120165
VIRSorter_utg000276l_segment0_LN:i:33074_RC:i:2870_XC:f:0_940299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0874057
VIRSorter_utg000279l_segment0_LN:i:30117_RC:i:3327_XC:f:1_000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1136036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.071373
VIRSorter_utg000280l_segment0_LN:i:12131_RC:i:1941_XC:f:1_000000	0	0	0	0	0	0	0	3.3771677	22.950571	0	0	0	0	0	0	0	0	0	0	0	0	5.002133	18.893536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8806455	0	9.136233	38.200222	2.1328943	45.144024	40.20894	47.72772	0	13.37587	0	15.331819	11.487156	0	8.36029	2.3358064	4.389502	0	0	0	0	0	15.073728	0	0	0	0	1.9321153	0	0	0	2.3058517	10.510341	10.77817	1.6152277	0	0	0	0	0	13.927014	0	0	0	0	0	0	0	0	3.796068	0	1.7352314	0	0	0	0	0	0	13.452843	14.07688
VIRSorter_utg000283l_segment0_LN:i:18454_RC:i:1080_XC:f:1_000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.355712	0	0	0	0	0	0	0	0	0	0	0	0	0	3.908219
VIRSorter_utg000284l_segment0_LN:i:19229_RC:i:760_XC:f:1_000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7841961
VIRSorter_utg000285l_segment0_LN:i:13938_RC:i:937_XC:f:0_964286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIRSorter_utg000287l_segment0_LN:i:10896_RC:i:889_XC:f:1_000000	0	0	0	0	0	0	0	1.6745244	2.5768197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7720222
VIRSorter_utg000289l_segment0_LN:i:14052_RC:i:2268_XC:f:1_000000	0	0	0	0	0	0	0	0	3.1481779	0	0	0	0	0	0	0	0	0	0	0	0	0	2.318814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7663844	0	3.9705882	0	0	0	0	0	0	0	0	0	0	0	0	2.809303	0	0	0	0	2.9652333	0	0	0	0	0	0	1.5978261	0	1.6840633	1.5321292	2.3823528	2.01023	0	0	1.5482737	0	0	2.9019341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3335998	9.203645
VIRSorter_utg000293l_segment0_LN:i:14393_RC:i:4869_XC:f:0_965517	0	0	0	0	0	0	0	4.4949684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.89609	25.18964	0	0	6.644668	0	0	0	0	0	0	0	0	0	0	0	0	0	15.111241	0	14.298151	14.408534	10.918636	23.572275	0	11.287386	7.755441	0	7.5962243	0	0	9.691629	0	13.277556	6.137998	5.336844	0	0	0	15.7042675	0	11.421562	0	0	13.258133	0	12.77978	18.663937	20.990015	0	25.975193	14.30174	0	16.821905	0	0	0	0	0	0	0	11.693111
